index_log, time_stamp, mode, thrust, roll, pitch, yaw, ae[0], ae[1], ae[2], ae[3], phi, theta, psi, sp, sq, sr, sax, say, saz, bat_volt, P, P1, P2, temperature, pressure,,,,
1463,471384913,5,3263,0,0,0,386,337,429,478,-7547,1709,4588,3117,-496,-519,300,-9400,11216,595,0,16,2,0,0,,,,
1464,471388731,5,3263,0,0,0,389,338,426,477,-7434,1688,4588,3062,-591,-576,724,-9496,11684,595,0,16,2,0,0,,,,
1465,471392598,5,3263,0,0,0,390,339,424,476,-7324,1670,4588,3006,-617,-612,1120,-9312,12012,595,0,16,2,0,0,,,,
1466,471396520,5,3263,0,0,0,391,340,424,475,-7214,1657,4588,2944,-540,-602,1392,-9032,12380,595,0,16,2,0,0,,,,
1467,471400342,5,3263,0,0,0,390,341,425,474,-7106,1652,4588,2881,-413,-561,1624,-8788,13012,595,0,16,2,0,0,,,,
1468,471404209,5,3263,0,0,0,388,341,427,474,-7000,1656,4588,2830,-281,-503,2152,-8636,13448,595,0,16,2,0,0,,,,
1469,471408074,5,3263,0,0,0,386,342,429,473,-6895,1666,4588,2803,-174,-423,2332,-8492,13700,595,0,16,2,0,0,,,,
1470,471411951,5,3263,0,0,0,384,343,431,471,-6791,1679,4588,2798,-107,-344,2264,-8468,14300,595,0,16,2,0,0,,,,
1471,471415850,5,3263,0,0,0,383,345,432,470,-6686,1690,4588,2813,-64,-251,1828,-8328,14432,595,0,16,2,0,0,,,,
1472,471419679,5,3263,0,0,0,382,347,433,468,-6578,1701,4588,2847,-5,-154,1540,-8148,14288,595,0,16,2,0,0,,,,
1473,471423542,5,3263,0,0,0,381,349,434,466,-6466,1713,4588,2871,76,-55,1220,-7628,14332,595,0,16,2,0,0,,,,
1474,471427409,5,3263,0,0,0,380,351,435,464,-6350,1723,4588,2885,159,41,616,-6952,14288,595,0,16,2,0,0,,,,
1475,471431278,5,3263,0,0,0,378,353,436,462,-6226,1734,4588,2924,207,144,460,-6116,14432,595,0,16,2,0,0,,,,
1476,471435148,5,3263,0,0,0,377,355,437,459,-6097,1742,4588,2998,218,231,-4,-5696,14584,595,0,16,2,0,0,,,,
1477,471439034,5,3263,0,0,0,377,359,438,456,-5965,1746,4588,3093,198,295,-364,-5664,14392,595,0,16,2,0,0,,,,
1478,471442885,5,3263,0,0,0,377,362,438,452,-5827,1746,4588,3204,164,341,-804,-5416,13912,595,0,16,2,0,0,,,,
1479,471446839,5,3263,0,0,0,378,366,437,449,-5685,1742,4588,3313,139,371,-1128,-5460,13472,595,0,16,2,0,0,,,,
1480,471450627,5,3263,0,0,0,378,370,436,445,-5539,1736,4588,3405,117,385,-1316,-5228,12988,595,0,16,2,0,0,,,,
1481,471454487,5,3263,0,0,0,379,374,436,441,-5391,1727,4588,3468,75,391,-1436,-5132,12356,595,0,16,2,0,0,,,,
1482,471458373,5,3263,0,0,0,380,377,435,438,-5243,1718,4588,3508,29,382,-1196,-5212,11740,595,0,16,2,0,0,,,,
1483,471462222,5,3263,0,0,0,380,380,434,435,-5096,1707,4588,3505,-63,369,-992,-5256,11016,595,0,16,2,0,0,,,,
1484,471466088,5,3263,0,0,0,382,382,433,432,-4953,1694,4588,3450,-167,350,-644,-5288,10604,595,0,16,2,0,0,,,,
1485,471469962,5,3263,0,0,0,384,384,431,431,-4817,1682,4588,3337,-232,325,-112,-5448,10308,595,0,16,2,0,0,,,,
1486,471473830,5,3263,0,0,0,385,384,430,431,-4689,1674,4588,3176,-248,302,352,-5396,9960,595,0,16,2,0,0,,,,
1487,471477742,5,3263,0,0,0,385,383,429,431,-4569,1671,4588,2958,-195,293,812,-5112,10056,595,0,16,2,0,0,,,,
1488,471481564,5,3263,0,0,0,385,382,430,433,-4459,1676,4588,2720,-136,300,1364,-4936,10924,595,0,16,2,0,0,,,,
1489,471485437,5,3263,0,0,0,384,380,431,435,-4360,1686,4588,2488,-81,311,1852,-5000,11272,595,0,16,2,0,0,,,,
1490,471489303,5,3263,0,0,0,383,378,432,437,-4271,1701,4588,2279,-57,341,2336,-5068,12036,595,0,16,2,0,0,,,,
1491,471493168,5,3263,0,0,0,382,376,433,439,-4188,1720,4588,2088,-46,387,2728,-4752,12708,595,0,16,2,0,0,,,,
1492,471497082,5,3263,0,0,0,381,374,433,440,-4111,1741,4588,1906,-17,459,2884,-4300,13340,595,0,16,2,0,0,,,,
1493,471500942,5,3263,0,0,0,381,373,434,442,-4036,1762,4588,1737,28,552,2644,-3596,14148,595,0,16,2,0,0,,,,
1494,471504771,5,3263,0,0,0,380,371,435,444,-3962,1780,4588,1618,67,632,2156,-2928,14740,595,0,16,2,0,0,,,,
1495,471508686,5,3263,0,0,0,379,371,436,444,-3887,1793,4588,1538,100,712,1288,-2380,15144,595,0,16,2,0,0,,,,
1496,471512513,5,3263,0,0,0,378,371,437,444,-3808,1800,4588,1482,105,766,500,-1552,15636,595,0,16,2,0,0,,,,
1497,471516379,5,3263,0,0,0,378,371,437,444,-3728,1801,4588,1466,102,787,-280,-1168,15396,595,0,16,2,0,0,,,,
1498,471520245,5,3263,0,0,0,378,372,437,443,-3642,1792,4588,1464,92,769,-1424,-324,15100,595,0,16,2,0,0,,,,
1499,471524118,5,3263,0,0,0,378,373,437,442,-3552,1775,4588,1466,80,721,-2468,224,14716,595,0,16,2,0,0,,,,
1500,471527991,5,3263,0,0,0,379,375,436,440,-3459,1752,4588,1453,75,641,-3212,864,14500,595,0,16,2,0,0,,,,
1501,471531853,5,3263,0,0,0,379,376,436,439,-3364,1724,4588,1432,53,533,-3780,1388,14108,595,0,16,2,0,0,,,,
1502,471535717,5,3263,0,0,0,380,377,435,438,-3266,1693,4588,1416,7,411,-3928,1764,14268,595,0,16,2,0,0,,,,
1503,471539642,5,3263,0,0,0,381,378,434,437,-3168,1659,4588,1402,-74,288,-3796,2072,14256,595,0,16,2,0,0,,,,
1504,471543832,5,3263,0,0,0,383,380,432,435,-3070,1625,4588,1390,-160,170,-3404,2132,14216,595,0,16,2,0,0,,,,
1505,471547342,5,3263,0,0,0,385,381,430,434,-2975,1593,4588,1373,-223,64,-2856,1940,14628,595,0,16,2,0,0,,,,
1506,471551194,5,3263,0,0,0,386,382,429,433,-2884,1564,4588,1360,-266,-25,-2292,1672,14824,595,0,16,2,0,0,,,,
1507,471555056,5,3263,0,0,0,387,383,427,431,-2797,1540,4588,1346,-299,-93,-1540,1252,14772,595,0,16,2,0,0,,,,
1508,471558925,5,3263,0,0,0,388,385,427,430,-2716,1521,4588,1332,-296,-131,-920,768,14960,595,0,16,2,0,0,,,,
1509,471562795,5,3263,0,0,0,388,386,426,429,-2637,1508,4588,1301,-257,-151,-340,644,14684,595,0,16,2,0,0,,,,
1510,471566662,5,3263,0,0,0,388,386,427,428,-2561,1502,4588,1258,-197,-147,220,572,14856,595,0,16,2,0,0,,,,
1511,471570575,5,3263,0,0,0,387,387,427,428,-2490,1502,4588,1221,-150,-132,744,328,14904,595,0,16,2,0,0,,,,
1512,471574415,5,3263,0,0,0,387,387,428,427,-2423,1506,4588,1176,-111,-118,1052,60,14852,595,0,16,2,0,0,,,,
1513,471578276,5,3263,0,0,0,386,388,429,427,-2361,1513,4588,1126,-71,-99,1188,-208,14740,595,0,16,2,0,0,,,,
1514,471582143,5,3263,0,0,0,385,388,430,427,-2302,1522,4588,1066,-9,-95,1188,-236,14592,595,0,16,2,0,0,,,,
1515,471586012,5,3263,0,0,0,384,388,431,427,-2246,1534,4588,1015,55,-91,1160,-272,14368,595,0,16,2,0,0,,,,
1516,471589883,5,3263,0,0,0,383,388,432,427,-2194,1548,4588,959,138,-84,1004,-400,14224,595,0,16,2,0,0,,,,
1517,471593763,5,3263,0,0,0,381,388,433,427,-2146,1562,4588,911,202,-76,648,-652,13684,595,0,16,2,0,0,,,,
1518,471597609,5,3263,0,0,0,380,388,435,427,-2101,1577,4588,870,243,-70,512,-684,13240,595,0,16,2,0,0,,,,
1519,471601524,5,3263,0,0,0,379,388,436,427,-2058,1591,4588,823,277,-67,316,-604,12272,595,0,16,2,0,0,,,,
1520,471605371,5,3263,0,0,0,378,388,436,427,-2016,1604,4588,762,288,-61,96,-348,11608,595,0,16,2,0,0,,,,
1521,471609227,5,3263,0,0,0,378,388,437,427,-1976,1616,4588,680,278,-55,-28,-184,10944,595,0,16,2,0,0,,,,
1522,471613077,5,3263,0,0,0,378,387,437,428,-1937,1624,4588,591,253,-53,-304,272,10792,595,0,16,2,0,0,,,,
1523,471616959,5,3263,0,0,0,378,386,436,429,-1900,1628,4588,501,192,-58,-576,484,10420,595,0,16,2,0,0,,,,
1524,471620818,5,3263,0,0,0,379,385,436,429,-1865,1626,4588,407,103,-76,-844,816,10236,595,0,16,2,0,0,,,,
1525,471624700,5,3263,0,0,0,381,384,434,430,-1831,1619,4588,307,34,-102,-1004,1180,10512,595,0,16,2,0,0,,,,
1526,471628553,5,3263,0,0,0,382,383,433,431,-1800,1609,4588,208,-22,-139,-1172,1496,10760,595,0,16,2,0,0,,,,
1527,471632467,5,3263,0,0,0,383,382,432,432,-1771,1598,4588,111,-54,-170,-1124,1736,11288,595,0,16,2,0,0,,,,
1528,471636290,5,3263,0,0,0,384,381,431,434,-1745,1585,4588,35,-81,-191,-1196,1820,11664,595,0,16,2,0,0,,,,
1529,471640157,5,3263,0,0,0,384,380,431,434,-1720,1572,4588,-18,-114,-215,-1072,2024,12248,595,0,16,2,0,0,,,,
1530,471644040,5,3263,0,0,0,385,380,430,435,-1694,1557,4588,-62,-148,-232,-1076,2324,12740,595,0,16,2,0,0,,,,
1531,471647928,5,3263,0,0,0,386,380,429,435,-1668,1541,4588,-84,-171,-260,-1112,2588,13232,595,0,16,2,0,0,,,,
1532,471651779,5,3263,0,0,0,386,380,429,435,-1644,1525,4588,-101,-185,-297,-1204,2380,13600,595,0,16,2,0,0,,,,
1533,471655630,5,3263,0,0,0,387,380,428,435,-1620,1509,4588,-106,-184,-340,-1128,2428,14168,595,0,16,2,0,0,,,,
1534,471659508,5,3263,0,0,0,387,380,428,435,-1598,1496,4588,-102,-180,-384,-860,2200,14472,595,0,16,2,0,0,,,,
1535,471663403,5,3263,0,0,0,387,381,428,434,-1579,1485,4588,-89,-155,-418,-696,1684,14860,595,0,16,2,0,0,,,,
1536,471667237,5,3263,0,0,0,387,381,428,434,-1561,1477,4588,-79,-103,-433,-612,1620,14536,595,0,16,2,0,0,,,,
1537,471671097,5,3263,0,0,0,386,382,429,433,-1540,1471,4588,-102,-36,-438,-644,2084,14644,595,0,16,2,0,0,,,,
1538,471674966,5,3263,0,0,0,385,381,429,433,-1517,1467,4588,-129,-9,-455,-628,2568,14940,595,0,16,2,0,0,,,,
1539,471678834,5,3263,0,0,0,385,381,430,433,-1494,1462,4588,-150,-29,-474,-516,2660,15408,595,0,16,2,0,0,,,,
1540,471682703,5,3263,0,0,0,385,381,430,433,-1474,1454,4588,-164,-73,-514,-672,2464,16320,595,0,16,2,0,0,,,,
1541,471686571,5,3263,0,0,0,386,381,429,433,-1456,1446,4588,-147,-96,-560,-608,2052,17220,595,0,16,2,0,0,,,,
1542,471690464,5,3263,0,0,0,386,382,428,433,-1439,1440,4588,-113,-81,-606,-532,1768,18148,595,0,16,2,0,0,,,,
1543,471694385,5,3263,0,0,0,386,383,428,432,-1423,1440,4588,-52,-22,-627,-144,1376,18560,595,0,16,2,0,0,,,,
1544,471698175,5,3263,0,0,0,385,384,429,431,-1408,1446,4588,31,35,-632,432,812,18896,595,0,16,2,0,0,,,,
1545,471702053,5,3263,0,0,0,384,386,430,429,-1391,1457,4588,120,64,-607,976,456,18956,595,0,16,2,0,0,,,,
1546,471705921,5,3263,0,0,0,384,387,431,427,-1375,1473,4588,203,47,-562,1556,-16,18644,595,0,16,2,0,0,,,,
1547,471709793,5,3263,0,0,0,384,389,431,426,-1358,1491,4588,260,16,-502,2172,-232,18112,595,0,16,2,0,0,,,,
1548,471713645,5,3263,0,0,0,384,390,431,425,-1345,1511,4588,280,-6,-426,2456,-788,17616,595,0,16,2,0,0,,,,
1549,471717519,5,3263,0,0,0,384,390,431,424,-1335,1531,4588,267,-23,-345,2572,-1048,17196,595,0,16,2,0,0,,,,
1550,471721393,5,3263,0,0,0,384,390,431,424,-1329,1551,4588,226,-35,-271,2624,-1272,16840,595,0,16,2,0,0,,,,
1551,471725299,5,3263,0,0,0,384,390,431,425,-1326,1569,4588,163,-50,-194,2532,-1440,16656,595,0,16,2,0,0,,,,
1552,471729121,5,3263,0,0,0,384,389,431,426,-1327,1585,4588,90,-77,-125,2444,-1480,16704,595,0,16,2,0,0,,,,
1553,471733010,5,3263,0,0,0,384,388,431,427,-1330,1598,4588,-11,-95,-55,2232,-1256,17020,595,0,16,2,0,0,,,,
1554,471736865,5,3263,0,0,0,384,386,431,429,-1335,1608,4588,-113,-122,-4,2024,-960,17392,595,0,16,2,0,0,,,,
1555,471740722,5,3263,0,0,0,384,384,430,430,-1343,1613,4588,-220,-146,32,1468,-684,18012,595,0,16,2,0,0,,,,
1556,471744612,5,3263,0,0,0,385,383,430,432,-1352,1614,4588,-329,-152,52,932,-256,19248,595,0,16,2,0,0,,,,
1557,471748460,5,3263,0,0,0,385,381,430,434,-1360,1610,4588,-432,-153,49,388,400,20540,595,0,16,2,0,0,,,,
1558,471752360,5,3263,0,0,0,385,379,430,435,-1367,1603,4588,-510,-166,33,40,1092,22164,595,0,16,2,0,0,,,,
1559,471756246,5,3263,0,0,0,385,378,430,437,-1371,1594,4588,-544,-192,5,-64,1540,24096,595,0,16,2,0,0,,,,
1560,471760067,5,3263,0,0,0,386,377,429,437,-1373,1584,4588,-522,-201,-33,-224,1616,25920,595,0,16,2,0,0,,,,
1561,471763937,5,3263,0,0,0,386,378,429,437,-1372,1574,4588,-458,-166,-68,-332,1736,27220,595,0,16,2,0,0,,,,
1562,471767800,5,3263,0,0,0,386,379,429,436,-1367,1569,4588,-351,-66,-95,-396,1628,28420,595,0,16,2,0,0,,,,
1563,471771667,5,3263,0,0,0,384,380,431,434,-1356,1569,4588,-206,66,-119,-376,1544,29344,595,0,16,2,0,0,,,,
1564,471775542,5,3263,0,0,0,382,383,433,432,-1340,1577,4588,-41,234,-143,-372,1276,29756,595,0,16,2,0,0,,,,
1565,471779405,5,3263,0,0,0,379,386,435,429,-1321,1591,4588,149,390,-163,-292,752,29440,595,0,16,2,0,0,,,,
1566,471783277,5,3263,0,0,0,377,389,438,426,-1297,1614,4588,332,517,-170,108,328,28668,595,0,16,2,0,0,,,,
1567,471787209,5,3263,0,0,0,374,392,440,423,-1268,1644,4588,496,616,-158,472,164,27396,595,0,16,2,0,0,,,,
1568,471791007,5,3263,0,0,0,372,395,442,420,-1234,1680,4588,631,679,-124,916,20,25932,595,0,16,2,0,0,,,,
1569,471794943,5,3263,0,0,0,371,398,444,417,-1197,1717,4588,724,726,-81,844,-76,24672,595,0,16,2,0,0,,,,
1570,471798749,5,3263,0,0,0,369,400,445,415,-1159,1755,4588,782,753,-44,844,-156,23108,595,0,16,2,0,0,,,,
1571,471802613,5,3263,0,0,0,368,401,446,414,-1121,1791,4588,806,752,-20,640,-280,21604,595,0,16,2,0,0,,,,
1572,471806483,5,3263,0,0,0,368,402,447,413,-1085,1825,4588,800,737,-11,564,-420,20496,595,0,16,2,0,0,,,,
1573,471810354,5,3263,0,0,0,367,403,447,412,-1052,1858,4588,776,735,-1,412,-668,19244,595,0,16,2,0,0,,,,
1574,471814236,5,3263,0,0,0,367,403,448,412,-1020,1890,4588,742,739,11,412,-696,17964,595,0,16,2,0,0,,,,
1575,471818143,5,3263,0,0,0,366,403,448,412,-992,1925,4588,690,741,37,660,-756,17000,595,0,16,2,0,0,,,,
1576,471821968,5,3263,0,0,0,366,403,449,412,-965,1959,4588,626,731,73,636,-520,16000,595,0,16,2,0,0,,,,
1577,471825822,5,3263,0,0,0,366,402,449,413,-939,1992,4588,556,708,112,688,-252,15304,595,0,16,2,0,0,,,,
1578,471829691,5,3263,0,0,0,365,401,449,414,-916,2023,4588,479,673,148,596,-88,14424,595,0,16,2,0,0,,,,
1579,471833560,5,3263,0,0,0,365,400,449,415,-893,2049,4588,408,633,166,224,244,13900,595,0,16,2,0,0,,,,
1580,471837451,5,3263,0,0,0,366,400,449,415,-872,2069,4588,341,590,173,-192,448,13476,595,0,16,2,0,0,,,,
1581,471841294,5,3263,0,0,0,366,399,449,416,-851,2086,4588,283,552,155,-392,644,12896,595,0,16,2,0,0,,,,
1582,471845170,5,3263,0,0,0,366,398,448,417,-832,2098,4588,238,541,134,-1000,700,12444,595,0,16,2,0,0,,,,
1583,471849077,5,3263,0,0,0,366,398,448,417,-813,2108,4588,206,546,110,-1180,1024,11848,595,0,16,2,0,0,,,,
1584,471852904,5,3263,0,0,0,366,398,449,417,-792,2118,4588,180,553,79,-1236,1384,11156,595,0,16,2,0,0,,,,
1585,471856785,5,3263,0,0,0,366,398,449,417,-770,2128,4588,149,548,41,-1240,1588,10668,595,0,16,2,0,0,,,,
1586,471860644,5,3263,0,0,0,366,397,449,417,-748,2134,4588,118,518,-3,-1520,1804,10112,595,0,16,2,0,0,,,,
1587,471864515,5,3263,0,0,0,366,397,449,417,-728,2139,4588,91,481,-51,-1436,1868,9796,595,0,16,2,0,0,,,,
1588,471868367,5,3263,0,0,0,367,397,448,418,-708,2143,4588,75,441,-98,-1428,1784,9484,595,0,16,2,0,0,,,,
1589,471872246,5,3263,0,0,0,367,397,447,418,-689,2148,4588,67,409,-139,-1096,1872,9180,595,0,16,2,0,0,,,,
1590,471876108,5,3263,0,0,0,368,397,447,417,-670,2153,4588,71,379,-172,-940,1804,8948,595,0,16,2,0,0,,,,
1591,471880016,5,3263,0,0,0,368,398,447,417,-651,2158,4588,73,357,-195,-712,1776,8552,595,0,16,2,0,0,,,,
1592,471883844,5,3263,0,0,0,368,398,446,417,-633,2164,4588,82,329,-209,-472,1708,8180,595,0,16,2,0,0,,,,
1593,471887708,5,3263,0,0,0,369,399,446,416,-615,2170,4588,89,301,-210,-356,1716,7996,595,0,16,2,0,0,,,,
1594,471891578,5,3263,0,0,0,369,399,446,416,-597,2175,4588,101,260,-213,-192,1584,7468,595,0,16,2,0,0,,,,
1595,471895472,5,3263,0,0,0,370,399,445,415,-580,2180,4588,111,213,-213,8,1452,6900,595,0,16,2,0,0,,,,
1596,471899334,5,3263,0,0,0,370,400,445,415,-565,2183,4588,116,185,-217,-36,1120,6188,595,0,16,2,0,0,,,,
1597,471903184,5,3263,0,0,0,371,400,444,415,-553,2188,4588,102,186,-229,96,808,5752,595,0,16,2,0,0,,,,
1598,471907068,5,3263,0,0,0,371,400,444,415,-544,2193,4588,73,207,-236,168,592,5036,595,0,16,2,0,0,,,,
1599,471910963,5,3263,0,0,0,370,400,445,415,-538,2200,4588,43,219,-237,340,496,4560,595,0,16,2,0,0,,,,
1600,471914802,5,3263,0,0,0,370,399,445,415,-534,2209,4588,2,220,-238,552,356,4044,595,0,16,2,0,0,,,,
1601,471918651,5,3263,0,0,0,370,399,445,416,-533,2217,4588,-35,189,-225,612,276,3420,595,0,16,2,0,0,,,,
1602,471922520,5,3263,0,0,0,370,398,445,417,-533,2223,4588,-74,141,-210,616,364,3024,595,0,16,2,0,0,,,,
1603,471926389,5,3263,0,0,0,371,398,444,417,-535,2225,4588,-114,87,-189,468,268,2652,595,0,16,2,0,0,,,,
1604,471930254,5,3263,0,0,0,371,397,443,418,-540,2224,4588,-142,28,-161,280,48,2196,595,0,16,2,0,0,,,,
1605,471934128,5,3263,0,0,0,372,397,442,418,-547,2217,4588,-165,-39,-150,-104,-92,1796,595,0,16,2,0,0,,,,
1606,471937993,5,3263,0,0,0,374,396,441,419,-556,2205,4588,-194,-104,-137,-284,-232,1392,595,0,16,2,0,0,,,,
1607,471941963,5,3263,0,0,0,375,395,440,419,-570,2190,4588,-233,-185,-133,-376,-532,1292,595,0,16,2,0,0,,,,
1608,471945768,5,3263,0,0,0,376,395,438,420,-587,2172,4588,-275,-277,-124,-244,-836,1160,595,0,16,2,0,0,,,,
1609,471949602,5,3263,0,0,0,378,394,437,421,-606,2149,4588,-320,-375,-106,-252,-840,1164,595,0,16,2,0,0,,,,
1610,471953465,5,3263,0,0,0,380,393,435,422,-627,2126,4588,-378,-461,-87,52,-688,1332,595,0,16,2,0,0,,,,
1611,471957332,5,3263,0,0,0,382,391,433,423,-650,2099,4588,-444,-539,-62,112,-668,1912,595,0,16,2,0,0,,,,
1612,471961200,5,3263,0,0,0,383,390,432,425,-675,2069,4588,-498,-615,-42,48,-696,2800,595,0,16,2,0,0,,,,
1613,471965071,5,3263,0,0,0,385,389,430,426,-701,2036,4588,-529,-684,-16,-36,-756,3672,595,0,16,2,0,0,,,,
1614,471968933,5,3263,0,0,0,386,388,428,427,-731,2001,4588,-560,-729,-2,-96,-924,4672,595,0,16,2,0,0,,,,
1615,471972848,5,3263,0,0,0,388,387,427,428,-759,1965,4588,-577,-759,12,-60,-772,5712,595,0,16,2,0,0,,,,
1616,471976675,5,3263,0,0,0,389,386,426,429,-788,1929,4588,-585,-769,28,72,-812,6828,595,0,16,2,0,0,,,,
1617,471980539,5,3263,0,0,0,390,386,425,429,-815,1894,4588,-587,-778,48,100,-580,7724,595,0,16,2,0,0,,,,
1618,471984439,5,3263,0,0,0,390,385,425,429,-841,1859,4588,-588,-775,73,92,-508,8808,595,0,16,2,0,0,,,,
1619,471988277,5,3263,0,0,0,391,385,424,430,-865,1824,4588,-571,-773,94,12,-344,9796,595,0,16,2,0,0,,,,
1620,471992154,5,3263,0,0,0,391,385,424,430,-888,1788,4588,-545,-780,114,-156,-384,10736,595,0,16,2,0,0,,,,
1621,471996029,5,3263,0,0,0,392,385,423,430,-908,1751,4588,-505,-778,131,-304,-248,11696,595,0,16,2,0,0,,,,
1622,471999880,5,3263,0,0,0,392,385,422,430,-923,1712,4588,-458,-770,158,-548,52,12432,595,0,16,2,0,0,,,,
1623,472003792,5,3263,0,0,0,393,386,422,429,-934,1670,4588,-410,-777,178,-952,340,13092,595,0,16,2,0,0,,,,
1624,472007617,5,3263,0,0,0,394,386,421,429,-942,1624,4588,-357,-813,186,-1248,516,13748,595,0,16,2,0,0,,,,
1625,472011481,5,3263,0,0,0,395,387,420,428,-947,1576,4588,-291,-867,192,-1404,444,14308,595,0,16,2,0,0,,,,
1626,472015351,5,3263,0,0,0,397,388,418,427,-948,1523,4588,-239,-925,188,-1824,648,15020,595,0,16,2,0,0,,,,
1627,472019245,5,3263,0,0,0,398,389,417,426,-945,1468,4588,-199,-949,174,-1868,944,15448,595,0,16,2,0,0,,,,
1628,472023092,5,3263,0,0,0,400,389,415,426,-940,1414,4588,-180,-964,144,-1780,1072,16176,595,0,16,2,0,0,,,,
1629,472026966,5,3263,0,0,0,401,390,414,425,-936,1362,4588,-155,-973,118,-1456,880,16880,595,0,16,2,0,0,,,,
1630,472030818,5,3263,0,0,0,401,390,413,425,-933,1311,4588,-132,-997,102,-1248,532,17956,595,0,16,2,0,0,,,,
1631,472034737,5,3263,0,0,0,403,390,412,424,-931,1265,4588,-115,-1004,106,-592,400,18424,595,0,16,2,0,0,,,,
1632,472038555,5,3263,0,0,0,403,391,411,424,-928,1224,4588,-104,-986,128,-164,508,19100,595,0,16,2,0,0,,,,
1633,472042424,5,3263,0,0,0,404,391,411,424,-924,1188,4588,-101,-967,166,248,624,19672,595,0,16,2,0,0,,,,
1634,472046317,5,3263,0,0,0,404,391,411,424,-918,1153,4588,-103,-951,211,340,888,20404,595,0,16,2,0,0,,,,
1635,472050158,5,3263,0,0,0,404,391,410,424,-911,1121,4588,-113,-938,254,628,1040,21152,595,0,16,2,0,0,,,,
1636,472054026,5,3263,0,0,0,405,391,410,424,-901,1089,4588,-134,-910,285,408,1480,22124,595,0,16,2,0,0,,,,
1637,472057901,5,3263,0,0,0,405,391,410,424,-890,1057,4588,-162,-849,300,28,1896,23044,595,0,16,2,0,0,,,,
1638,472061782,5,3263,0,0,0,404,391,410,424,-878,1025,4588,-188,-780,301,-412,2136,24364,595,0,16,2,0,0,,,,
1639,472065674,5,3263,0,0,0,404,391,411,424,-865,993,4588,-190,-707,273,-800,2256,25764,595,0,16,2,0,0,,,,
1640,472069513,5,3263,0,0,0,403,391,412,424,-851,962,4588,-161,-651,232,-900,2224,27096,595,0,16,2,0,0,,,,
1641,472073365,5,3263,0,0,0,403,391,412,424,-835,933,4588,-99,-599,177,-1116,2268,28080,595,0,16,2,0,0,,,,
1642,472077235,5,3263,0,0,0,402,392,412,422,-816,907,4588,-10,-535,126,-956,2092,28908,595,0,16,2,0,0,,,,
1643,472081103,5,3263,0,0,0,402,394,413,420,-795,887,4588,99,-449,93,-776,1812,29472,595,0,16,2,0,0,,,,
1644,472084966,5,3263,0,0,0,401,396,414,418,-770,875,4588,210,-358,75,-332,1652,29796,595,0,16,2,0,0,,,,
1645,472088891,5,3263,0,0,0,400,398,415,416,-742,869,4588,317,-276,78,4,1512,29616,595,0,16,2,0,0,,,,
1646,472092707,5,3263,0,0,0,398,400,416,414,-712,866,4588,415,-217,82,140,1344,29340,595,0,16,2,0,0,,,,
1647,472096656,5,3263,0,0,0,397,402,417,412,-680,865,4588,498,-169,90,116,1068,28712,595,0,16,2,0,0,,,,
1648,472100450,5,3263,0,0,0,397,404,418,410,-646,865,4588,556,-94,99,-108,1064,27972,595,0,16,2,0,0,,,,
1649,472104318,5,3263,0,0,0,395,406,419,409,-611,869,4588,588,-17,106,-100,1068,27116,595,0,16,2,0,0,,,,
1650,472108171,5,3263,0,0,0,394,407,420,408,-577,877,4588,587,52,102,-72,936,26116,595,0,16,2,0,0,,,,
1651,472112051,5,3263,0,0,0,393,407,422,408,-545,887,4588,564,106,100,-16,856,25128,595,0,16,2,0,0,,,,
1652,472115918,5,3263,0,0,0,392,407,423,407,-517,898,4588,527,140,95,-152,568,24096,595,0,16,2,0,0,,,,
1653,472119783,5,3263,0,0,0,391,407,423,408,-491,911,4588,468,171,98,68,604,23268,595,0,16,2,0,0,,,,
1654,472123645,5,3263,0,0,0,391,407,424,408,-468,927,4588,398,192,109,316,624,22400,595,0,16,2,0,0,,,,
1655,472127554,5,3263,0,0,0,390,406,425,409,-449,943,4588,315,197,120,328,748,21816,595,0,16,2,0,0,,,,
1656,472131386,5,3263,0,0,0,390,405,425,410,-433,960,4588,221,195,125,388,796,21640,595,0,16,2,0,0,,,,
1657,472135248,5,3263,0,0,0,389,404,425,411,-422,976,4588,132,201,136,304,784,21420,595,0,16,2,0,0,,,,
1658,472139116,5,3263,0,0,0,389,403,426,412,-414,991,4588,45,221,130,100,916,21596,595,0,16,2,0,0,,,,
1659,472142985,5,3263,0,0,0,389,401,426,413,-410,1006,4588,-32,260,116,-200,784,21632,595,0,16,2,0,0,,,,
1660,472146904,5,3263,0,0,0,388,400,427,414,-407,1022,4588,-96,311,96,-268,972,21992,595,0,16,2,0,0,,,,
1661,472150716,5,3263,0,0,0,387,399,428,415,-405,1040,4588,-149,381,72,-388,1072,22224,595,0,16,2,0,0,,,,
1662,472154598,5,3263,0,0,0,385,398,429,416,-405,1063,4588,-191,461,51,-124,1128,22476,595,0,16,2,0,0,,,,
1663,472158500,5,3263,0,0,0,384,398,431,417,-404,1089,4588,-204,529,35,-108,1288,22692,595,0,16,2,0,0,,,,
1664,472162335,5,3263,0,0,0,382,398,433,417,-404,1117,4588,-189,587,22,-176,1088,22856,595,0,16,2,0,0,,,,
1665,472166191,5,3263,0,0,0,381,398,434,417,-403,1147,4588,-147,634,21,-176,1028,22812,595,0,16,2,0,0,,,,
1666,472170060,5,3263,0,0,0,380,398,435,416,-399,1178,4588,-81,677,25,-196,972,22324,595,0,16,2,0,0,,,,
