index_log, time_stamp, mode, thrust, roll, pitch, yaw, ae[0], ae[1], ae[2], ae[3], phi, theta, psi, sp, sq, sr, sax, say, saz, bat_volt, P, P1, P2, temperature, pressure,,,,
1264,470615197,5,3263,0,0,0,385,340,430,474,-2867,1225,4588,-1526,125,-431,-1972,-4444,11444,595,0,16,2,0,0,,,,
1265,470619077,5,3263,0,0,0,387,338,428,476,-2951,1219,4588,-1589,49,-487,-1396,-4492,11792,595,0,16,2,0,0,,,,
1266,470622944,5,3263,0,0,0,388,336,427,479,-3038,1216,4588,-1665,-14,-521,-688,-4588,12248,595,0,16,2,0,0,,,,
1267,470626829,5,3263,0,0,0,389,334,426,481,-3131,1217,4588,-1742,-72,-516,160,-4884,12848,595,0,16,2,0,0,,,,
1268,470630670,5,3263,0,0,0,390,331,425,484,-3228,1219,4588,-1806,-123,-500,612,-5176,13804,595,0,16,2,0,0,,,,
1269,470634547,5,3263,0,0,0,390,329,424,486,-3330,1223,4588,-1864,-160,-477,968,-5608,14556,595,0,16,2,0,0,,,,
1270,470638403,5,3263,0,0,0,391,326,424,489,-3437,1229,4588,-1906,-151,-450,1236,-6084,15364,595,0,16,2,0,0,,,,
1271,470642316,5,3263,0,0,0,391,324,424,491,-3549,1237,4588,-1924,-110,-429,1208,-6684,16228,595,0,16,2,0,0,,,,
1272,470646177,5,3263,0,0,0,390,322,425,493,-3663,1248,4588,-1912,-28,-408,1272,-7152,16720,595,0,16,2,0,0,,,,
1273,470650008,5,3263,0,0,0,388,320,426,495,-3776,1265,4588,-1876,88,-374,1324,-7340,17092,595,0,16,2,0,0,,,,
1274,470653877,5,3263,0,0,0,386,319,428,496,-3885,1289,4588,-1809,216,-325,1488,-7316,17380,595,0,16,2,0,0,,,,
1275,470657742,5,3263,0,0,0,384,318,431,497,-3988,1319,4588,-1703,321,-255,1768,-7308,17360,595,0,16,2,0,0,,,,
1276,470661652,5,3263,0,0,0,382,318,433,497,-4084,1351,4588,-1571,399,-167,1612,-7204,17164,595,0,16,2,0,0,,,,
1277,470665478,5,3263,0,0,0,380,319,434,496,-4171,1384,4588,-1431,443,-65,1484,-6912,16540,595,0,16,2,0,0,,,,
1278,470669367,5,3263,0,0,0,379,320,436,495,-4248,1412,4588,-1280,457,35,956,-6520,16020,595,0,16,2,0,0,,,,
1279,470673257,5,3263,0,0,0,378,321,436,494,-4316,1436,4588,-1135,451,115,440,-6264,15280,595,0,16,2,0,0,,,,
1280,470677082,5,3263,0,0,0,378,322,437,493,-4377,1451,4588,-1004,433,166,-556,-6120,14464,595,0,16,2,0,0,,,,
1281,470680956,5,3263,0,0,0,378,323,437,492,-4431,1460,4588,-892,411,181,-1200,-5984,13816,595,0,16,2,0,0,,,,
1282,470684826,5,3263,0,0,0,378,324,436,491,-4481,1463,4588,-810,398,158,-1936,-5900,12892,595,0,16,2,0,0,,,,
1283,470688682,5,3263,0,0,0,379,324,436,490,-4525,1462,4588,-748,366,113,-2248,-5536,12108,595,0,16,2,0,0,,,,
1284,470692552,5,3263,0,0,0,379,325,436,490,-4568,1457,4588,-717,316,51,-2440,-5660,11484,595,0,16,2,0,0,,,,
1285,470696451,5,3263,0,0,0,380,325,435,490,-4610,1451,4588,-708,250,-21,-2196,-5640,10768,595,0,16,2,0,0,,,,
1286,470700290,5,3263,0,0,0,381,324,434,491,-4655,1445,4588,-734,184,-89,-1808,-5936,10276,595,0,16,2,0,0,,,,
1287,470704226,5,3263,0,0,0,382,323,433,492,-4707,1441,4588,-792,120,-161,-1340,-6480,10100,595,0,16,2,0,0,,,,
1288,470708030,5,3263,0,0,0,383,321,432,494,-4766,1441,4588,-876,70,-209,-660,-7092,10084,595,0,16,2,0,0,,,,
1289,470711894,5,3263,0,0,0,384,319,431,496,-4833,1443,4588,-982,56,-246,-188,-7544,10200,595,0,16,2,0,0,,,,
1290,470715752,5,3263,0,0,0,384,316,431,499,-4908,1451,4588,-1118,81,-262,432,-7884,10500,595,0,16,2,0,0,,,,
1291,470719630,5,3263,0,0,0,384,313,431,502,-4990,1466,4588,-1270,135,-263,1040,-8032,11596,595,0,16,2,0,0,,,,
1292,470723492,5,3263,0,0,0,383,309,432,505,-5079,1489,4588,-1411,213,-247,1568,-8292,12540,595,0,16,2,0,0,,,,
1293,470727370,5,3263,0,0,0,381,306,434,509,-5175,1516,4588,-1502,284,-224,1808,-8696,13848,595,0,16,2,0,0,,,,
1294,470731227,5,3263,0,0,0,380,303,435,512,-5276,1548,4588,-1552,357,-196,2064,-9020,14916,595,0,16,2,0,0,,,,
1295,470735143,5,3263,0,0,0,378,301,437,514,-5374,1582,4588,-1549,439,-163,1932,-8956,15756,595,0,16,2,0,0,,,,
1296,470738960,5,3263,0,0,0,376,299,439,516,-5470,1618,4588,-1508,543,-115,1624,-8844,16272,595,0,16,2,0,0,,,,
1297,470742841,5,3263,0,0,0,374,298,441,517,-5560,1655,4588,-1444,643,-64,1280,-8652,16416,595,0,16,2,0,0,,,,
1298,470746730,5,3263,0,0,0,372,298,443,517,-5640,1694,4588,-1352,729,-26,1072,-7940,16580,595,0,16,2,0,0,,,,
1299,470750562,5,3263,0,0,0,370,298,445,517,-5712,1732,4588,-1236,767,9,740,-7628,16636,595,0,16,2,0,0,,,,
1300,470754446,5,3263,0,0,0,369,299,446,516,-5776,1764,4588,-1101,770,29,16,-7424,16400,595,0,16,2,0,0,,,,
1301,470758298,5,3263,0,0,0,368,300,447,515,-5832,1791,4588,-953,747,41,-484,-7208,16180,595,0,16,2,0,0,,,,
1302,470762177,5,3263,0,0,0,368,301,447,514,-5880,1813,4588,-790,722,46,-972,-7124,15328,595,0,16,2,0,0,,,,
1303,470766088,5,3263,0,0,0,368,303,447,512,-5920,1833,4588,-639,700,45,-1156,-7008,14548,595,0,16,2,0,0,,,,
1304,470769902,5,3263,0,0,0,368,305,447,510,-5952,1850,4588,-504,670,35,-1240,-6820,13488,595,0,16,2,0,0,,,,
1305,470773769,5,3263,0,0,0,368,306,446,508,-5980,1866,4588,-408,633,19,-1148,-6908,12736,595,0,16,2,0,0,,,,
1306,470777640,5,3263,0,0,0,369,307,446,507,-6005,1883,4588,-342,579,4,-836,-6924,11928,595,0,16,2,0,0,,,,
1307,470781507,5,3263,0,0,0,369,308,446,507,-6030,1898,4588,-312,506,-9,-524,-7100,11156,595,0,16,2,0,0,,,,
1308,470785371,5,3263,0,0,0,370,308,445,507,-6059,1914,4588,-286,420,-28,-20,-7676,10284,595,0,16,2,0,0,,,,
1309,470789244,5,3263,0,0,0,371,308,444,507,-6093,1928,4588,-294,332,-41,248,-8324,9700,595,0,16,2,0,0,,,,
1310,470793113,5,3263,0,0,0,372,307,442,507,-6132,1940,4588,-328,254,-59,536,-8756,9076,595,0,16,2,0,0,,,,
1311,470797087,5,3263,0,0,0,373,306,441,509,-6173,1953,4588,-409,188,-80,904,-8700,8572,595,0,16,2,0,0,,,,
1312,470800841,5,3263,0,0,0,374,304,441,510,-6221,1965,4588,-510,134,-99,1236,-8948,8580,595,0,16,2,0,0,,,,
1313,470804705,5,3263,0,0,0,375,302,440,513,-6275,1978,4588,-629,92,-113,1572,-9216,8516,595,0,16,2,0,0,,,,
1314,470808607,5,3263,0,0,0,375,299,439,516,-6336,1992,4588,-740,64,-120,1876,-9668,9000,595,0,16,2,0,0,,,,
1315,470812453,5,3263,0,0,0,375,297,439,518,-6405,2009,4588,-843,83,-113,2148,-10064,9212,595,0,16,2,0,0,,,,
1316,470816316,5,3263,0,0,0,375,294,440,521,-6480,2031,4588,-940,141,-86,2364,-10360,9380,595,0,16,2,0,0,,,,
1317,470820181,5,3263,0,0,0,374,291,441,523,-6557,2056,4588,-1043,224,-42,2484,-10068,9644,595,0,16,2,0,0,,,,
1318,470824049,5,3263,0,0,0,372,288,443,526,-6635,2084,4588,-1142,293,-12,2508,-9844,10116,595,0,16,2,0,0,,,,
1319,470827971,5,3263,0,0,0,370,286,444,529,-6716,2112,4588,-1214,330,27,2228,-9832,10684,595,0,16,2,0,0,,,,
1320,470831800,5,3263,0,0,0,369,283,445,531,-6797,2138,4588,-1257,324,58,2004,-9756,11272,595,0,16,2,0,0,,,,
1321,470835657,5,3263,0,0,0,369,281,446,533,-6877,2159,4588,-1263,299,80,1636,-9652,11584,595,0,16,2,0,0,,,,
1322,470839533,5,3263,0,0,0,369,280,445,535,-6956,2175,4588,-1250,275,93,1180,-9612,12228,595,0,16,2,0,0,,,,
1323,470843387,5,3263,0,0,0,369,279,445,536,-7028,2187,4588,-1223,264,98,704,-9076,12680,595,0,16,2,0,0,,,,
1324,470847283,5,3263,0,0,0,369,278,445,537,-7095,2196,4588,-1188,255,104,284,-8560,13280,595,0,16,2,0,0,,,,
1325,470851132,5,3263,0,0,0,369,278,445,537,-7157,2201,4588,-1125,241,114,-108,-8432,13760,595,0,16,2,0,0,,,,
1326,470854993,5,3263,0,0,0,369,278,445,537,-7213,2202,4588,-1030,215,123,-504,-8260,13848,595,0,16,2,0,0,,,,
1327,470858906,5,3263,0,0,0,370,278,445,536,-7262,2200,4588,-919,182,119,-636,-8036,13308,595,0,16,2,0,0,,,,
1328,470862724,5,3263,0,0,0,370,279,444,535,-7308,2195,4588,-821,154,107,-860,-8136,12984,595,0,16,2,0,0,,,,
1329,470866591,5,3263,0,0,0,371,280,444,535,-7348,2188,4588,-745,111,81,-848,-7916,12416,595,0,16,2,0,0,,,,
1330,470870479,5,3263,0,0,0,372,281,443,534,-7386,2179,4588,-682,70,42,-972,-8048,11804,595,0,16,2,0,0,,,,
1331,470874343,5,3263,0,0,0,372,281,442,534,-7425,2168,4588,-633,23,-2,-860,-8464,11364,595,0,16,2,0,0,,,,
1332,470878195,5,3263,0,0,0,373,281,441,534,-7466,2159,4588,-608,2,-50,-612,-8884,10960,595,0,16,2,0,0,,,,
1333,470882075,5,3263,0,0,0,374,281,441,534,-7512,2154,4588,-596,4,-115,-200,-9668,10112,595,0,16,2,0,0,,,,
1334,470885938,5,3263,0,0,0,374,280,441,534,-7565,2155,4588,-616,51,-158,408,-10452,9372,595,0,16,2,0,0,,,,
1335,470889850,5,3263,0,0,0,373,279,442,535,-7622,2165,4588,-672,120,-167,1116,-10704,8680,595,0,16,2,0,0,,,,
1336,470893828,5,3263,0,0,0,372,278,443,537,-7681,2183,4588,-770,174,-147,1948,-10436,8088,595,0,16,2,0,0,,,,
1337,470897535,5,3263,0,0,0,371,275,444,540,-7745,2207,4588,-888,213,-104,2396,-10544,7888,595,0,16,2,0,0,,,,
1338,470901398,5,3263,0,0,0,370,272,445,543,-7813,2229,4588,-1014,202,-53,2388,-10508,7908,595,0,16,2,0,0,,,,
1339,470905269,5,3263,0,0,0,370,269,445,546,-7884,2248,4588,-1129,184,-9,2116,-10328,8324,595,0,16,2,0,0,,,,
1340,470909138,5,3263,0,0,0,370,266,445,548,-7959,2262,4588,-1236,191,21,1388,-10272,9028,595,0,16,2,0,0,,,,
1341,470913032,5,3263,0,0,0,369,263,445,551,-8037,2272,4588,-1324,204,32,816,-10204,9584,595,0,16,2,0,0,,,,
1342,470916873,5,3263,0,0,0,369,261,446,554,-8116,2281,4588,-1396,238,18,436,-10000,10284,595,0,16,2,0,0,,,,
1343,470920790,5,3263,0,0,0,368,258,446,556,-8197,2288,4588,-1435,252,-11,212,-10040,11216,595,0,16,2,0,0,,,,
1344,470924614,5,3263,0,0,0,368,257,447,558,-8277,2294,4588,-1446,245,-43,156,-9996,12008,595,0,16,2,0,0,,,,
1345,470928471,5,3263,0,0,0,368,255,447,560,-8356,2299,4588,-1414,238,-78,16,-10124,12348,595,0,16,2,0,0,,,,
1346,470932349,5,3263,0,0,0,368,254,447,560,-8433,2304,4588,-1352,221,-114,84,-10320,12936,595,0,16,2,0,0,,,,
1347,470936210,5,3263,0,0,0,368,254,447,561,-8506,2308,4588,-1265,212,-142,12,-10456,12924,595,0,16,2,0,0,,,,
1348,470940079,5,3263,0,0,0,368,254,447,560,-8574,2312,4588,-1169,219,-161,16,-10376,12900,595,0,16,2,0,0,,,,
1349,470943967,5,3263,0,0,0,368,255,447,560,-8637,2318,4588,-1078,217,-167,224,-10280,12692,595,0,16,2,0,0,,,,
1350,470947812,5,3263,0,0,0,368,255,447,559,-8696,2324,4588,-985,209,-175,340,-10296,12228,595,0,16,2,0,0,,,,
1351,470951735,5,3263,0,0,0,368,256,447,559,-8752,2330,4588,-894,188,-177,452,-10528,11668,595,0,16,2,0,0,,,,
1352,470955568,5,3263,0,0,0,368,257,446,558,-8807,2336,4588,-819,172,-188,528,-10876,11360,595,0,16,2,0,0,,,,
1353,470959425,5,3263,0,0,0,368,257,446,558,-8859,2343,4588,-760,167,-195,620,-10868,11016,595,0,16,2,0,0,,,,
1354,470963289,5,3263,0,0,0,368,257,446,558,-8910,2350,4588,-717,173,-201,668,-11028,10300,595,0,16,2,0,0,,,,
1355,470967163,5,3263,0,0,0,368,257,446,558,-8960,2359,4588,-691,173,-196,908,-11132,9948,595,0,16,2,0,0,,,,
1356,470971017,5,3263,0,0,0,368,256,447,558,-9011,2370,4588,-682,177,-191,1196,-11308,9672,595,0,16,2,0,0,,,,
1357,470974896,5,3263,0,0,0,368,256,447,559,-9063,2381,4588,-689,184,-184,1224,-11536,9572,595,0,16,2,0,0,,,,
1358,470978756,5,3263,0,0,0,368,255,447,560,-9117,2393,4588,-718,203,-165,1280,-11508,9248,595,0,16,2,0,0,,,,
1359,470982670,5,3263,0,0,0,367,254,448,561,-9172,2408,4588,-767,233,-150,1352,-11504,9312,595,0,16,2,0,0,,,,
1360,470986488,5,3263,0,0,0,366,252,448,563,-9229,2424,4588,-821,262,-142,1432,-11472,9424,595,0,16,2,0,0,,,,
1361,470990363,5,3263,0,0,0,366,250,449,565,-9288,2442,4588,-875,282,-137,1504,-11520,9708,595,0,16,2,0,0,,,,
1362,470994254,5,3263,0,0,0,365,248,450,566,-9349,2459,4588,-907,286,-134,1476,-11632,10024,595,0,16,2,0,0,,,,
1363,470998108,5,3263,0,0,0,365,247,450,568,-9411,2477,4588,-912,279,-133,1540,-11844,10152,595,0,16,2,0,0,,,,
1364,471001986,5,3263,0,0,0,365,246,450,569,-9473,2492,4588,-910,276,-115,1300,-11876,10188,595,0,16,2,0,0,,,,
1365,471005827,5,3263,0,0,0,364,245,450,570,-9533,2507,4588,-905,284,-96,1288,-11636,10120,595,0,16,2,0,0,,,,
1366,471009692,5,3263,0,0,0,364,244,451,571,-9589,2522,4588,-902,294,-78,1244,-11380,10108,595,0,16,2,0,0,,,,
1367,471013606,5,3263,0,0,0,364,243,451,572,-9644,2535,4588,-889,294,-56,1004,-11228,10112,595,0,16,2,0,0,,,,
1368,471017429,5,3263,0,0,0,363,243,451,572,-9696,2545,4588,-867,270,-46,696,-11148,10436,595,0,16,2,0,0,,,,
1369,471021298,5,3263,0,0,0,364,242,451,573,-9746,2552,4588,-841,224,-40,592,-11020,10424,595,0,16,2,0,0,,,,
1370,471025163,5,3263,0,0,0,364,242,451,573,-9793,2554,4588,-804,179,-43,268,-10948,10664,595,0,16,2,0,0,,,,
1371,471029033,5,3263,0,0,0,365,241,450,573,-9839,2553,4588,-765,135,-57,136,-10944,10792,595,0,16,2,0,0,,,,
1372,471032911,5,3263,0,0,0,366,242,449,573,-9882,2552,4588,-722,111,-63,196,-10852,11104,595,0,16,2,0,0,,,,
1373,471036778,5,3263,0,0,0,366,241,449,573,-9921,2551,4588,-665,73,-64,412,-10788,11068,595,0,16,2,0,0,,,,
1374,471040636,5,3263,0,0,0,367,242,448,573,-9958,2550,4588,-610,44,-55,588,-10876,11000,595,0,16,2,0,0,,,,
1375,471044568,5,3263,0,0,0,367,242,448,573,-9994,2549,4588,-553,21,-41,760,-11116,11088,595,0,16,2,0,0,,,,
1376,471048373,5,3263,0,0,0,367,242,447,572,-10029,2550,4588,-503,7,-24,1000,-11276,10912,595,0,16,2,0,0,,,,
1377,471052242,5,3263,0,0,0,368,243,447,572,-10063,2550,4588,-453,17,-17,944,-11484,10740,595,0,16,2,0,0,,,,
1378,471056105,5,3263,0,0,0,367,243,447,572,-10095,2551,4588,-417,20,-1,1068,-11372,10392,595,0,16,2,0,0,,,,
1379,471059996,5,3263,0,0,0,367,243,447,572,-10125,2553,4588,-386,33,16,992,-11392,10128,595,0,16,2,0,0,,,,
1380,471063840,5,3263,0,0,0,367,243,448,572,-10156,2556,4588,-358,40,25,1096,-11716,10112,595,0,16,2,0,0,,,,
1381,471067710,5,3263,0,0,0,367,243,448,572,-10191,2561,4588,-338,50,24,1300,-12304,9444,595,0,16,2,0,0,,,,
1382,471071583,5,3263,0,0,0,367,243,448,572,-10227,2568,4588,-338,84,24,1400,-12468,9108,595,0,16,2,0,0,,,,
1383,471075494,5,3263,0,0,0,366,242,449,573,-10262,2578,4588,-367,104,37,1668,-12352,8744,595,0,16,2,0,0,,,,
1384,471079320,5,3263,0,0,0,366,241,449,574,-10298,2588,4588,-406,115,56,1720,-12180,8320,595,0,16,2,0,0,,,,
1385,471083176,5,3263,0,0,0,365,240,449,575,-10335,2598,4588,-452,111,81,1676,-12100,8456,595,0,16,2,0,0,,,,
1386,471087058,5,3263,0,0,0,365,239,449,576,-10375,2606,4588,-497,80,104,1600,-12236,8648,595,0,16,2,0,0,,,,
1387,471090910,5,3263,0,0,0,366,237,449,578,-10416,2612,4588,-534,49,122,1432,-12168,8844,595,0,16,2,0,0,,,,
1388,471094789,5,3263,0,0,0,366,236,449,579,-10458,2615,4588,-567,26,134,1192,-12176,9216,595,0,16,2,0,0,,,,
1389,471098650,5,3263,0,0,0,366,235,448,580,-10499,2616,4588,-582,27,131,892,-12000,9704,595,0,16,2,0,0,,,,
1390,471102534,5,3263,0,0,0,366,234,448,581,-10539,2615,4588,-582,36,121,652,-11932,10400,595,0,16,2,0,0,,,,
1391,471106435,5,3263,0,0,0,366,233,449,581,-10577,2612,4588,-560,53,107,340,-11800,10604,595,0,16,2,0,0,,,,
1392,471110252,5,3263,0,0,0,366,233,449,582,-10611,2610,4588,-522,78,86,312,-11676,10948,595,0,16,2,0,0,,,,
1393,471114125,5,3263,0,0,0,366,233,449,582,-10642,2607,4588,-468,92,54,188,-11500,11184,595,0,16,2,0,0,,,,
1394,471117997,5,3263,0,0,0,366,233,449,581,-10669,2605,4588,-404,96,26,132,-11368,11240,595,0,16,2,0,0,,,,
1395,471121868,5,3263,0,0,0,365,234,449,581,-10692,2602,4588,-330,94,-7,92,-11348,11264,595,0,16,2,0,0,,,,
1396,471125723,5,3263,0,0,0,366,235,449,580,-10712,2599,4588,-260,90,-38,184,-11392,11184,595,0,16,2,0,0,,,,
1397,471129590,5,3263,0,0,0,366,236,449,579,-10729,2597,4588,-184,90,-59,324,-11512,11096,595,0,16,2,0,0,,,,
1398,471133458,5,3263,0,0,0,366,237,449,578,-10743,2598,4588,-112,77,-70,712,-11492,10756,595,0,16,2,0,0,,,,
1399,471137387,5,3263,0,0,0,366,238,449,577,-10753,2600,4588,-40,59,-65,976,-11440,10476,595,0,16,2,0,0,,,,
1400,471141192,5,3263,0,0,0,366,238,449,576,-10760,2602,4588,21,40,-56,1056,-11292,10312,595,0,16,2,0,0,,,,
1401,471145160,5,3263,0,0,0,366,239,448,575,-10765,2603,4588,74,16,-41,1020,-11424,10012,595,0,16,2,0,0,,,,
1402,471148929,5,3263,0,0,0,367,240,448,575,-10768,2602,4588,124,-11,-25,1000,-11420,10024,595,0,16,2,0,0,,,,
1403,471152800,5,3263,0,0,0,367,241,448,574,-10771,2601,4588,172,-36,-20,1012,-11616,9780,595,0,16,2,0,0,,,,
1404,471156666,5,3263,0,0,0,368,241,447,573,-10774,2598,4588,212,-69,-38,904,-11936,9668,595,0,16,2,0,0,,,,
1405,471160533,5,3263,0,0,0,368,242,447,573,-10777,2595,4588,236,-62,-46,928,-12096,9628,595,0,16,2,0,0,,,,
1406,471164428,5,3263,0,0,0,368,242,447,572,-10779,2594,4588,241,-37,-51,1068,-11976,9372,595,0,16,2,0,0,,,,
1407,471168313,5,3263,0,0,0,368,243,447,572,-10783,2596,4588,231,-13,-40,1304,-12080,8960,595,0,16,2,0,0,,,,
1408,471172131,5,3263,0,0,0,367,242,448,572,-10787,2602,4588,224,-12,-14,1828,-12068,9008,595,0,16,2,0,0,,,,
1409,471176006,5,3263,0,0,0,367,242,448,573,-10793,2608,4588,216,-28,20,1952,-12364,8628,595,0,16,2,0,0,,,,
1410,471179866,5,3263,0,0,0,367,242,448,573,-10803,2617,4588,195,-46,48,2308,-12664,8620,595,0,16,2,0,0,,,,
1411,471183742,5,3263,0,0,0,367,241,447,573,-10815,2626,4588,168,-44,83,2412,-12812,8312,595,0,16,2,0,0,,,,
1412,471187608,5,3263,0,0,0,367,241,448,574,-10828,2636,4588,134,-43,123,2552,-12688,8328,595,0,16,2,0,0,,,,
1413,471191478,5,3263,0,0,0,367,240,448,575,-10841,2646,4588,99,-37,164,2516,-12660,8168,595,0,16,2,0,0,,,,
1414,471195360,5,3263,0,0,0,367,239,448,575,-10853,2655,4588,67,-31,208,2368,-12268,8204,595,0,16,2,0,0,,,,
1415,471199271,5,3263,0,0,0,367,239,448,576,-10864,2662,4588,46,-44,243,2172,-12060,8436,595,0,16,2,0,0,,,,
1416,471203079,5,3263,0,0,0,367,238,448,577,-10874,2664,4588,40,-70,271,1728,-11832,8720,595,0,16,2,0,0,,,,
1417,471207001,5,3263,0,0,0,367,238,448,577,-10882,2663,4588,56,-108,279,1500,-11780,9024,595,0,16,2,0,0,,,,
1418,471210812,5,3263,0,0,0,368,238,447,577,-10886,2657,4588,80,-150,267,1128,-11368,9180,595,0,16,2,0,0,,,,
1419,471214685,5,3263,0,0,0,368,238,446,576,-10887,2648,4588,112,-180,254,812,-11188,9604,595,0,16,2,0,0,,,,
1420,471218548,5,3263,0,0,0,369,239,446,576,-10885,2636,4588,158,-208,225,600,-10984,9592,595,0,16,2,0,0,,,,
1421,471222418,5,3263,0,0,0,370,239,445,575,-10879,2622,4588,221,-245,200,632,-10856,9804,595,0,16,2,0,0,,,,
1422,471226287,5,3263,0,0,0,371,241,444,574,-10868,2605,4588,290,-287,179,472,-10660,10176,595,0,16,2,0,0,,,,
1423,471230198,5,3263,0,0,0,371,242,443,573,-10854,2587,4588,370,-321,154,436,-10564,10600,595,0,16,2,0,0,,,,
1424,471234022,5,3263,0,0,0,372,243,442,571,-10837,2569,4588,462,-345,134,472,-10648,10740,595,0,16,2,0,0,,,,
1425,471237887,5,3263,0,0,0,373,245,442,570,-10815,2548,4588,563,-365,121,240,-10624,10920,595,0,16,2,0,0,,,,
1426,471241767,5,3263,0,0,0,373,247,441,568,-10787,2527,4588,652,-365,108,216,-10448,10760,595,0,16,2,0,0,,,,
1427,471245667,5,3263,0,0,0,374,249,441,566,-10755,2505,4588,725,-354,90,60,-10196,11004,595,0,16,2,0,0,,,,
1428,471249541,5,3263,0,0,0,374,250,441,564,-10718,2479,4588,796,-371,73,-324,-10000,11200,595,0,16,2,0,0,,,,
1429,471253364,5,3263,0,0,0,375,252,440,563,-10678,2452,4588,874,-403,40,-392,-9892,11636,595,0,16,2,0,0,,,,
1430,471257230,5,3263,0,0,0,376,254,439,561,-10634,2421,4588,959,-447,-5,-696,-9872,12112,595,0,16,2,0,0,,,,
1431,471261139,5,3263,0,0,0,377,256,438,559,-10586,2386,4588,1053,-491,-63,-952,-9856,12676,595,0,16,2,0,0,,,,
1432,471264959,5,3263,0,0,0,378,258,437,557,-10534,2349,4588,1154,-520,-129,-1096,-9832,13144,595,0,16,2,0,0,,,,
1433,471268826,5,3263,0,0,0,379,261,436,554,-10477,2312,4588,1258,-528,-194,-1152,-9724,13636,595,0,16,2,0,0,,,,
1434,471272697,5,3263,0,0,0,380,263,435,552,-10416,2278,4588,1377,-526,-255,-820,-9728,13860,595,0,16,2,0,0,,,,
1435,471276563,5,3263,0,0,0,380,266,435,549,-10352,2245,4588,1518,-521,-311,-632,-10048,13952,595,0,16,2,0,0,,,,
1436,471280440,5,3263,0,0,0,381,269,434,546,-10284,2216,4588,1662,-519,-349,-148,-10268,13988,595,0,16,2,0,0,,,,
1437,471284297,5,3263,0,0,0,381,272,434,542,-10212,2191,4588,1816,-525,-378,236,-10604,13716,595,0,16,2,0,0,,,,
1438,471288166,5,3263,0,0,0,382,276,433,539,-10138,2169,4588,1955,-533,-392,772,-11076,13368,595,0,16,2,0,0,,,,
1439,471292115,5,3263,0,0,0,382,279,433,535,-10064,2153,4588,2068,-527,-387,1352,-11584,12436,595,0,16,2,0,0,,,,
1440,471295923,5,3263,0,0,0,382,282,433,532,-9988,2142,4588,2143,-503,-364,1848,-11620,12100,595,0,16,2,0,0,,,,
1441,471299771,5,3263,0,0,0,382,284,433,530,-9911,2134,4588,2186,-473,-319,2124,-11644,12020,595,0,16,2,0,0,,,,
1442,471303640,5,3263,0,0,0,382,286,433,528,-9833,2130,4588,2211,-464,-263,2580,-11552,11352,595,0,16,2,0,0,,,,
1443,471307504,5,3263,0,0,0,381,288,433,527,-9753,2127,4588,2224,-468,-195,2760,-11408,11196,595,0,16,2,0,0,,,,
1444,471311381,5,3263,0,0,0,382,290,433,525,-9671,2123,4588,2230,-487,-121,2800,-11124,11268,595,0,16,2,0,0,,,,
1445,471315240,5,3263,0,0,0,382,291,433,524,-9587,2117,4588,2238,-519,-56,2604,-10716,11468,595,0,16,2,0,0,,,,
1446,471319117,5,3263,0,0,0,383,292,432,523,-9500,2107,4588,2255,-562,3,2296,-10392,11796,595,0,16,2,0,0,,,,
1447,471323021,5,3263,0,0,0,384,294,431,521,-9410,2091,4588,2275,-590,35,1692,-10032,12188,595,0,16,2,0,0,,,,
1448,471326862,5,3263,0,0,0,384,296,431,519,-9317,2071,4588,2307,-598,59,1196,-9712,12588,595,0,16,2,0,0,,,,
1449,471330714,5,3263,0,0,0,385,298,430,517,-9221,2049,4588,2355,-578,62,776,-9528,12696,595,0,16,2,0,0,,,,
1450,471334594,5,3263,0,0,0,385,300,430,515,-9123,2023,4588,2427,-540,65,172,-9488,12812,595,0,16,2,0,0,,,,
1451,471338448,5,3263,0,0,0,384,302,430,512,-9020,1994,4588,2517,-465,69,-720,-9296,12688,595,0,16,2,0,0,,,,
1452,471342323,5,3263,0,0,0,384,306,431,509,-8910,1965,4588,2604,-356,55,-1372,-8744,12616,595,0,16,2,0,0,,,,
1453,471346191,5,3263,0,0,0,383,309,432,506,-8793,1939,4588,2690,-252,26,-1664,-8244,12100,595,0,16,2,0,0,,,,
1454,471350052,5,3263,0,0,0,381,312,434,503,-8671,1914,4588,2777,-195,-17,-1800,-8088,11936,595,0,16,2,0,0,,,,
1455,471353999,5,3263,0,0,0,381,315,434,500,-8547,1889,4588,2877,-192,-71,-1764,-8104,11808,595,0,16,2,0,0,,,,
1456,471357783,5,3263,0,0,0,381,318,434,496,-8422,1864,4588,2996,-226,-125,-1752,-8576,11416,595,0,16,2,0,0,,,,
1457,471361661,5,3263,0,0,0,382,322,433,492,-8295,1838,4588,3110,-264,-183,-1640,-8816,11128,595,0,16,2,0,0,,,,
1458,471365523,5,3263,0,0,0,383,326,432,489,-8168,1812,4588,3193,-291,-242,-1528,-9044,10668,595,0,16,2,0,0,,,,
1459,471369400,5,3263,0,0,0,384,329,431,485,-8039,1788,4588,3227,-287,-290,-1324,-8908,10328,595,0,16,2,0,0,,,,
1460,471373252,5,3263,0,0,0,384,332,431,483,-7909,1767,4588,3219,-274,-331,-1092,-8688,10320,595,0,16,2,0,0,,,,
1461,471377123,5,3263,0,0,0,384,334,430,481,-7784,1748,4588,3193,-278,-385,-664,-8924,10292,595,0,16,2,0,0,,,,
1462,471380992,5,3263,0,0,0,385,335,430,479,-7663,1729,4588,3158,-366,-447,-288,-9196,10776,595,0,16,2,0,0,,,,
